1.000	1.004
1.225	1.528
1.450	2.009
1.630	2.271
1.878	2.576
2.159	2.882
2.395	2.969
2.665	2.926
2.935	2.795
3.194	2.533
3.442	2.183
3.667	1.834
3.925	1.485
4.173	1.135
4.421	0.873
4.668	0.655
5.197	0.349
5.444	0.218
5.714	0.131
5.985	0.087
6.232	0.044
6.491	-4.897e-7
6.750	-4.897e-7
